idx,data,lado,entry,nivel,dist_nivel,range_5c,range_15c,atr14,corpo_candle_ant,seq_mesma_direcao,vel_3min,excesso_sobre_nivel,hora_min_et,mfe60,mae60
74233,2025-08-27,SHORT,23595.75,23600.0,4.25,11.25,21.5,6.04,1.0,1,6.5,4.5,691,50.5,35.0
74234,2025-08-27,SHORT,23589.5,23600.0,10.5,9.75,21.5,6.27,5.75,2,0.75,10.25,692,44.25,41.25
74237,2025-08-27,SHORT,23593.75,23600.0,6.25,16.5,28.25,6.66,8.25,1,3.75,6.5,695,48.5,37.0
74238,2025-08-27,SHORT,23597.25,23600.0,2.75,17.75,28.25,6.59,2.5,2,15.0,2.5,696,52.0,33.5
74239,2025-08-27,SHORT,23598.75,23600.0,1.25,20.25,28.25,6.38,3.75,3,8.0,1.0,697,53.5,32.0
74240,2025-08-27,SHORT,23599.75,23600.0,0.25,20.5,27.0,6.52,1.75,4,6.25,0.25,698,57.75,31.0
74243,2025-08-27,SHORT,23592.75,23600.0,7.25,34.25,34.25,8.29,4.75,7,7.5,7.75,701,50.75,38.0
74245,2025-08-27,SHORT,23593.25,23600.0,6.75,34.25,34.25,8.46,1.5,2,12.0,6.5,703,51.25,37.5
74246,2025-08-27,SHORT,23596.75,23600.0,3.25,34.25,34.25,8.61,2.25,1,4.75,3.0,704,54.75,34.0
74280,2025-08-27,SHORT,23596.0,23600.0,4.0,20.5,29.0,5.23,3.25,8,10.0,4.0,738,54.0,16.0
74281,2025-08-27,SHORT,23598.25,23600.0,1.75,15.5,28.25,5.43,4.0,9,4.75,1.5,739,56.25,13.75
74282,2025-08-27,SHORT,23591.0,23600.0,9.0,15.25,28.5,5.61,2.5,1,9.25,9.0,740,49.0,21.0
74312,2025-08-27,SHORT,23594.75,23600.0,5.25,27.25,54.0,8.77,3.75,4,19.25,4.75,770,7.5,28.75
74313,2025-08-27,SHORT,23598.75,23600.0,1.25,27.25,57.25,8.21,3.0,5,9.75,1.25,771,11.5,24.75
74314,2025-08-27,SHORT,23600.0,23600.0,0.0,28.5,62.0,7.52,4.0,6,7.0,0.25,772,12.75,23.5
74323,2025-08-27,SHORT,23596.75,23600.0,3.25,23.25,40.0,7.75,5.25,3,11.5,4.25,781,9.5,29.0
74325,2025-08-27,SHORT,23599.25,23600.0,0.75,22.25,24.75,7.57,5.5,1,1.5,1.5,783,12.0,26.5
74326,2025-08-27,SHORT,23599.5,23600.0,0.5,18.25,23.25,7.73,3.25,1,4.0,0.25,784,12.25,26.25
74327,2025-08-27,SHORT,23600.0,23600.0,0.0,16.75,23.25,7.64,0.5,1,2.5,0.25,785,12.75,25.75
74330,2025-08-27,SHORT,23598.25,23600.0,1.75,10.5,23.25,7.45,1.75,1,1.75,2.0,788,11.0,30.25
74331,2025-08-27,SHORT,23598.75,23600.0,1.25,9.0,23.25,7.43,3.25,2,4.75,1.75,789,11.5,30.0
74338,2025-08-27,SHORT,23599.0,23600.0,1.0,9.75,13.5,5.48,1.0,2,4.25,0.75,796,11.75,54.75
74339,2025-08-27,SHORT,23596.5,23600.0,3.5,12.5,13.5,5.2,3.0,3,7.25,3.5,797,9.25,61.0
74340,2025-08-27,SHORT,23592.5,23600.0,7.5,14.5,14.5,5.16,2.5,4,9.75,7.25,798,5.25,65.0
74341,2025-08-27,SHORT,23596.75,23600.0,3.25,15.75,15.75,5.38,3.75,5,3.0,3.75,799,9.5,60.75
74342,2025-08-27,SHORT,23595.0,23600.0,5.0,13.0,15.75,5.32,3.75,1,1.75,5.25,800,7.75,62.5
74343,2025-08-27,SHORT,23588.5,23600.0,11.5,11.0,18.25,5.61,2.0,1,4.5,11.75,801,1.25,69.0
74345,2025-08-27,SHORT,23597.5,23600.0,2.5,11.0,19.25,6.05,2.25,1,2.5,2.75,803,1.75,60.0
74346,2025-08-27,SHORT,23599.25,23600.0,0.75,13.5,19.25,6.05,6.75,2,11.5,0.25,804,3.5,58.25
74348,2025-08-27,SHORT,23598.0,23600.0,2.0,14.25,19.25,6.04,1.5,4,1.0,1.75,806,0.5,59.5
74454,2025-08-27,SHORT,23596.5,23600.0,3.5,24.0,36.75,6.25,2.0,2,13.75,3.5,912,43.0,50.25
74462,2025-08-27,SHORT,23593.25,23600.0,6.75,28.75,66.0,12.7,8.25,1,14.25,6.25,920,7.25,53.5
74463,2025-08-27,SHORT,23596.75,23600.0,3.25,23.0,64.5,12.71,7.25,2,17.5,3.75,921,39.5,92.25
74464,2025-08-27,SHORT,23590.0,23600.0,10.0,23.0,64.5,12.88,3.0,3,3.75,9.75,922,152.0,99.0
74465,2025-08-27,SHORT,23597.5,23600.0,2.5,21.25,61.25,13.07,6.5,1,4.25,2.0,923,162.75,91.5
74467,2025-08-27,SHORT,23595.75,23600.0,4.25,15.0,55.5,13.0,2.5,2,6.25,3.5,925,161.0,93.25
74469,2025-08-27,SHORT,23599.25,23600.0,0.75,13.75,50.25,10.75,7.25,1,0.5,0.5,927,164.5,89.75
74470,2025-08-27,SHORT,23595.25,23600.0,4.75,10.25,50.25,9.18,3.25,1,1.0,4.5,928,160.5,93.75
74471,2025-08-27,SHORT,23594.75,23600.0,5.25,14.0,38.5,8.79,3.75,2,8.0,5.0,929,160.0,94.25
74472,2025-08-27,SHORT,23597.75,23600.0,2.25,14.0,37.0,8.04,0.25,3,2.25,2.75,930,163.0,91.25
75512,2025-08-28,SHORT,23657.75,23657.5,0.25,51.75,79.5,25.09,10.0,1,21.25,0.25,590,85.25,62.25
75530,2025-08-28,SHORT,23652.0,23657.5,5.5,67.0,93.0,28.43,25.0,2,48.25,5.25,608,28.0,78.0
75532,2025-08-28,SHORT,23652.25,23657.5,5.25,78.25,104.25,28.54,23.5,1,7.0,5.5,610,28.25,77.75
75538,2025-08-28,SHORT,23656.5,23657.5,1.0,21.25,78.25,21.86,4.5,1,14.0,1.75,616,32.5,75.0
75540,2025-08-28,SHORT,23648.5,23657.5,9.0,28.5,78.25,22.73,13.25,1,18.5,10.25,618,24.5,104.25
75541,2025-08-28,SHORT,23651.5,23657.5,6.0,37.75,78.25,22.16,22.5,1,6.0,7.75,619,27.5,101.25
75545,2025-08-28,SHORT,23653.25,23657.5,4.25,34.5,41.0,18.73,13.5,2,17.25,3.5,623,29.25,99.5
75546,2025-08-28,SHORT,23651.0,23657.5,6.5,34.5,39.75,18.3,3.0,1,8.5,6.5,624,27.0,101.75
75547,2025-08-28,SHORT,23651.0,23657.5,6.5,33.5,38.75,17.59,2.25,2,6.75,6.5,625,27.0,101.75
75558,2025-08-28,SHORT,23650.0,23657.5,7.5,47.0,54.0,17.14,10.25,1,0.75,7.5,636,5.0,102.75
75559,2025-08-28,SHORT,23647.0,23657.5,10.5,44.0,54.0,16.68,11.75,2,25.5,11.25,637,1.5,105.75
75560,2025-08-28,SHORT,23652.75,23657.5,4.75,34.5,54.0,16.46,3.75,3,8.75,5.0,638,6.25,100.0
75561,2025-08-28,SHORT,23657.0,23657.5,0.5,34.5,54.0,16.64,5.5,1,7.0,0.5,639,0.0,95.75
82156,2025-09-04,SHORT,23522.75,23525.25,2.5,65.75,65.75,12.5,17.0,2,51.5,3.75,574,112.75,25.5
82159,2025-09-04,SHORT,23517.0,23525.25,8.25,67.5,91.0,16.93,4.75,1,5.25,9.0,577,107.0,6.0
82220,2025-09-04,SHORT,23520.75,23525.25,4.5,33.75,78.25,14.25,8.5,3,22.25,4.5,638,28.5,35.25
82222,2025-09-04,SHORT,23519.5,23525.25,5.75,32.75,67.75,13.61,4.5,5,0.75,6.0,640,27.25,36.5
82223,2025-09-04,SHORT,23515.25,23525.25,10.0,27.0,67.75,12.45,6.5,1,6.25,10.75,641,23.0,40.75
82224,2025-09-04,SHORT,23518.25,23525.25,7.0,19.0,67.75,12.36,5.0,2,6.5,6.5,642,26.0,37.75
82232,2025-09-04,SHORT,23519.25,23525.25,6.0,28.0,37.25,11.36,0.25,1,11.0,5.75,650,27.0,36.75
82237,2025-09-04,SHORT,23516.75,23525.25,8.5,25.0,32.75,12.07,4.5,2,7.75,8.5,655,24.5,39.25
82242,2025-09-04,SHORT,23522.0,23525.25,3.25,23.25,32.75,11.7,8.25,1,12.25,3.5,660,29.75,34.0
82259,2025-09-04,SHORT,23524.0,23525.25,1.25,33.75,48.25,12.2,12.0,2,27.0,1.25,677,6.75,32.0
82280,2025-09-04,SHORT,23524.0,23525.25,1.25,18.25,33.75,9.64,5.75,1,11.75,1.5,698,11.5,30.5
82281,2025-09-04,SHORT,23519.75,23525.25,5.5,23.25,38.75,10.02,11.0,1,9.75,6.0,699,7.25,34.75
82284,2025-09-04,SHORT,23520.75,23525.25,4.5,17.5,38.75,9.98,0.5,2,1.5,4.5,702,8.25,33.75
82330,2025-09-04,SHORT,23513.25,23525.25,12.0,24.0,40.0,8.16,4.75,1,16.75,12.25,748,0.5,66.75
82331,2025-09-04,SHORT,23519.75,23525.25,5.5,21.75,38.5,8.5,14.25,2,13.25,6.0,749,4.5,60.25
82332,2025-09-04,SHORT,23519.75,23525.25,5.5,21.5,37.0,8.07,6.0,1,7.5,5.5,750,4.5,60.25
83586,2025-09-05,SHORT,23679.25,23680.25,1.0,73.5,142.5,26.89,26.75,2,48.5,1.25,624,174.25,7.5
83588,2025-09-05,SHORT,23673.5,23680.25,6.75,74.75,144.25,27.18,16.25,4,14.5,7.5,626,168.5,11.5
83590,2025-09-05,SHORT,23672.0,23680.25,8.25,46.5,146.0,28.11,17.0,1,9.25,8.0,628,167.0,3.75
83869,2025-09-05,SHORT,23669.0,23680.25,11.25,37.75,49.25,9.82,8.25,4,15.25,11.25,907,25.25,27.25
83880,2025-09-05,SHORT,23677.5,23680.25,2.75,25.75,41.0,9.66,19.25,1,6.0,3.25,918,33.75,18.75
83881,2025-09-05,SHORT,23676.25,23680.25,4.0,24.75,38.25,9.96,9.5,1,9.5,3.75,919,32.5,20.0
83882,2025-09-05,SHORT,23672.0,23680.25,8.25,24.75,34.25,9.89,1.0,2,15.0,8.5,920,28.25,24.25
83883,2025-09-05,SHORT,23671.5,23680.25,8.75,23.25,28.0,9.02,4.5,3,5.5,8.75,921,27.75,24.75
83885,2025-09-05,SHORT,23674.25,23680.25,6.0,15.25,28.0,8.95,3.0,1,2.5,6.0,923,30.5,22.0
83898,2025-09-05,SHORT,23674.25,23680.25,6.0,26.5,38.25,9.39,8.5,1,16.0,6.5,936,30.5,22.0
83900,2025-09-05,SHORT,23668.75,23680.25,11.5,30.25,38.25,10.36,9.5,3,4.75,11.5,938,25.0,27.5
83904,2025-09-05,SHORT,23671.75,23680.25,8.5,23.5,37.0,11.45,5.5,1,3.5,10.0,942,28.0,24.5
83913,2025-09-05,SHORT,23672.5,23680.25,7.75,20.25,29.0,11.02,0.25,1,12.0,7.5,951,28.75,23.75
84914,2025-09-08,SHORT,23788.25,23795.0,6.75,34.75,35.0,8.23,2.25,2,3.5,7.25,571,16.5,88.0
84916,2025-09-08,SHORT,23792.0,23795.0,3.0,40.25,40.25,10.95,8.25,2,7.5,3.5,573,7.0,88.0
85111,2025-09-08,SHORT,23794.25,23795.0,0.75,30.25,33.25,9.86,5.25,3,19.75,1.25,768,9.0,27.75
85128,2025-09-08,SHORT,23794.0,23795.0,1.0,25.0,31.25,8.71,2.75,3,13.25,1.5,785,31.25,23.0
85129,2025-09-08,SHORT,23786.75,23795.0,8.25,30.5,36.75,9.16,3.0,4,11.75,8.75,786,24.0,30.25
85131,2025-09-08,SHORT,23788.25,23795.0,6.75,17.25,36.75,10.25,15.5,1,6.0,7.5,788,25.5,28.75
85132,2025-09-08,SHORT,23788.75,23795.0,6.25,17.25,36.75,9.98,14.75,1,3.0,5.75,789,26.0,28.25
85133,2025-09-08,SHORT,23793.25,23795.0,1.75,17.25,36.75,10.14,1.0,1,9.75,2.5,790,30.5,23.75
85137,2025-09-08,SHORT,23795.0,23795.0,0.0,20.25,30.5,10.04,0.0,1,4.5,0.75,794,32.25,22.0
85138,2025-09-08,SHORT,23788.5,23795.0,6.5,18.25,30.5,9.93,1.0,1,7.0,6.75,795,25.75,28.5
85139,2025-09-08,SHORT,23791.75,23795.0,3.25,18.75,30.5,9.52,6.75,2,3.5,3.0,796,29.0,25.25
85140,2025-09-08,SHORT,23793.5,23795.0,1.5,15.25,23.25,9.21,3.5,1,0.75,1.5,797,30.75,23.5
85165,2025-09-08,SHORT,23794.0,23795.0,1.0,15.0,20.25,6.52,1.75,5,5.75,1.25,822,31.25,25.75
85170,2025-09-08,SHORT,23794.5,23795.0,0.5,12.25,18.5,6.14,2.5,1,6.25,0.25,827,31.75,25.25
85172,2025-09-08,SHORT,23793.5,23795.0,1.5,13.0,16.5,6.18,2.75,1,7.75,1.75,829,30.75,26.25
85173,2025-09-08,SHORT,23789.25,23795.0,5.75,17.5,21.0,6.16,4.0,1,6.0,6.25,830,26.5,30.5
85174,2025-09-08,SHORT,23790.5,23795.0,4.5,14.25,21.0,6.07,4.75,2,7.0,4.75,831,27.75,29.25
85179,2025-09-08,SHORT,23786.0,23795.0,9.0,28.0,42.25,8.66,10.5,2,20.75,9.0,836,13.75,33.75
85224,2025-09-08,SHORT,23793.5,23795.0,1.5,22.0,25.75,5.54,3.25,4,15.5,2.0,881,33.5,17.75
85225,2025-09-08,SHORT,23789.5,23795.0,5.5,22.5,28.25,5.64,5.0,5,11.0,5.25,882,29.5,21.75
85227,2025-09-08,SHORT,23794.0,23795.0,1.0,14.25,29.25,5.98,7.25,1,0.75,1.25,884,34.0,17.25
85237,2025-09-08,SHORT,23794.25,23795.0,0.75,18.0,23.75,7.07,1.75,1,4.75,0.75,894,34.25,18.25
85242,2025-09-08,SHORT,23793.75,23795.0,1.25,11.75,21.5,6.27,2.75,2,7.5,2.0,899,33.75,18.75
85243,2025-09-08,SHORT,23793.75,23795.0,1.25,11.75,21.5,6.2,2.5,3,4.0,1.25,900,33.75,18.75
85244,2025-09-08,SHORT,23786.0,23795.0,9.0,17.25,27.75,6.45,0.0,1,9.75,9.5,901,26.0,26.5
85245,2025-09-08,SHORT,23788.0,23795.0,7.0,16.0,27.75,6.52,8.25,1,4.75,6.75,902,28.0,24.5
85246,2025-09-08,SHORT,23789.25,23795.0,5.75,12.25,27.75,6.57,2.25,1,4.5,5.75,903,29.25,23.25
85247,2025-09-08,SHORT,23786.75,23795.0,8.25,11.25,26.75,6.55,1.25,2,1.5,8.0,904,26.75,25.75
85248,2025-09-08,SHORT,23791.5,23795.0,3.5,10.75,25.25,6.25,2.25,1,3.5,3.25,905,31.5,21.0
85249,2025-09-08,SHORT,23794.5,23795.0,0.5,10.5,23.0,6.14,5.0,1,5.25,0.5,906,34.5,18.0
85250,2025-09-08,SHORT,23789.0,23795.0,6.0,10.5,21.25,6.3,3.0,2,2.0,6.0,907,29.0,23.5
85251,2025-09-08,SHORT,23788.5,23795.0,6.5,10.5,18.0,5.88,5.5,1,3.25,6.5,908,28.5,24.0
85252,2025-09-08,SHORT,23791.75,23795.0,3.25,10.5,18.0,5.98,0.5,2,3.0,3.5,909,31.75,20.75
85253,2025-09-08,SHORT,23787.0,23795.0,8.0,10.0,18.0,5.93,3.0,1,1.75,7.75,910,27.0,25.5
85276,2025-09-08,SHORT,23787.75,23795.0,7.25,24.75,30.25,6.48,1.25,3,17.75,7.0,933,17.0,24.75
85283,2025-09-08,SHORT,23791.0,23795.0,4.0,22.25,30.0,7.59,3.75,1,4.5,4.0,940,6.0,21.5
85285,2025-09-08,SHORT,23793.5,23795.0,1.5,19.5,37.5,7.77,5.25,3,4.75,1.75,942,8.5,19.0
85294,2025-09-08,SHORT,23790.75,23795.0,4.25,27.25,33.25,7.73,2.75,1,18.0,4.0,951,5.75,19.5
85295,2025-09-08,SHORT,23793.25,23795.0,1.75,27.25,30.75,7.79,19.5,1,14.5,1.5,952,8.25,17.0
85299,2025-09-08,SHORT,23793.0,23795.0,2.0,14.25,27.25,8.95,5.25,1,2.75,1.75,956,8.0,17.25
85300,2025-09-08,SHORT,23789.25,23795.0,5.75,15.0,27.25,9.3,2.75,2,11.0,5.75,957,4.25,21.0
85301,2025-09-08,SHORT,23793.75,23795.0,1.25,17.25,27.5,9.55,3.75,3,2.25,1.75,958,8.75,16.5
85302,2025-09-08,SHORT,23789.75,23795.0,5.25,17.25,27.5,9.77,4.0,1,3.75,5.5,959,0.0,20.5
86369,2025-09-09,LONG,23762.25,23760.0,2.25,36.75,82.5,17.66,12.75,1,19.25,2.75,646,41.5,21.5
86373,2025-09-09,LONG,23761.0,23760.0,1.0,27.75,38.5,15.88,7.25,2,14.5,0.75,650,42.75,20.25
86392,2025-09-09,LONG,23767.5,23760.0,7.5,24.5,51.75,12.11,2.0,3,1.25,7.5,669,45.25,13.75
86394,2025-09-09,LONG,23771.25,23760.0,11.25,26.0,51.75,11.7,5.5,2,16.75,11.25,671,46.25,17.5
86421,2025-09-09,LONG,23767.0,23760.0,7.0,20.75,23.5,8.75,9.0,1,6.5,6.75,698,66.75,13.25
86422,2025-09-09,LONG,23768.25,23760.0,8.25,14.5,23.25,8.75,10.25,1,1.0,9.0,699,65.5,14.5
86424,2025-09-09,LONG,23760.75,23760.0,0.75,18.75,27.75,8.75,1.5,2,6.0,0.75,701,73.0,7.0
86425,2025-09-09,LONG,23760.75,23760.0,0.75,23.5,31.75,9.07,9.0,1,8.0,1.0,702,73.0,7.0
86428,2025-09-09,LONG,23760.75,23760.0,0.75,17.25,32.5,8.98,3.5,1,0.25,1.25,705,73.0,2.75
86429,2025-09-09,LONG,23768.5,23760.0,8.5,18.25,31.25,9.48,1.25,2,14.0,9.0,706,65.25,10.5
86432,2025-09-09,LONG,23762.75,23760.0,2.75,18.5,25.0,9.52,5.75,1,7.0,2.0,709,71.0,4.75
86434,2025-09-09,LONG,23774.25,23760.0,14.25,17.75,24.75,9.7,3.5,3,8.0,14.25,711,59.5,0.5
86679,2025-09-09,SHORT,23885.75,23888.0,2.25,29.25,55.25,8.54,0.75,1,17.75,2.25,956,38.0,35.5
86680,2025-09-09,SHORT,23875.0,23888.0,13.0,27.0,55.25,8.89,15.0,1,3.75,13.25,957,27.25,46.25
86681,2025-09-09,SHORT,23884.75,23888.0,3.25,27.0,55.25,9.29,11.0,1,14.5,3.0,958,37.0,36.5
86682,2025-09-09,SHORT,23878.25,23888.0,9.75,23.75,49.75,9.34,10.0,1,7.0,9.25,959,30.5,43.0
87910,2025-09-10,SHORT,23882.5,23890.0,7.5,33.5,59.5,8.96,6.75,1,9.0,7.75,807,36.75,26.75
87911,2025-09-10,SHORT,23877.75,23890.0,12.25,26.5,59.0,9.25,8.25,2,19.75,12.25,808,32.0,31.5
87913,2025-09-10,SHORT,23884.5,23890.0,5.5,25.0,53.75,9.59,3.75,1,2.0,5.75,810,38.75,24.75
87914,2025-09-10,SHORT,23883.0,23890.0,7.0,22.5,53.0,9.57,2.25,2,5.0,7.25,811,37.25,26.25
87915,2025-09-10,SHORT,23881.25,23890.0,8.75,12.0,52.25,9.64,1.75,1,0.25,8.75,812,35.5,28.0
87916,2025-09-10,SHORT,23885.25,23890.0,4.75,12.5,52.0,9.64,1.75,2,0.5,5.25,813,39.5,24.0
87922,2025-09-10,SHORT,23890.0,23890.0,0.0,18.5,34.0,9.48,1.75,1,6.75,0.25,819,44.25,19.25
87937,2025-09-10,SHORT,23882.25,23890.0,7.75,29.0,29.0,8.32,6.0,2,23.5,7.75,834,46.5,17.5
87939,2025-09-10,SHORT,23883.75,23890.0,6.25,26.75,29.0,8.41,9.25,1,8.5,6.25,836,48.0,16.0
87940,2025-09-10,SHORT,23884.5,23890.0,5.5,19.0,29.0,8.32,7.5,1,2.0,5.75,837,48.75,15.25
87949,2025-09-10,SHORT,23887.0,23890.0,3.0,13.75,26.75,7.75,2.75,2,10.25,3.75,846,51.25,3.5
87950,2025-09-10,SHORT,23887.0,23890.0,3.0,15.0,19.5,7.52,6.25,3,9.25,3.5,847,54.5,3.5
87951,2025-09-10,SHORT,23885.0,23890.0,5.0,15.0,19.5,6.88,0.5,4,8.25,5.25,848,52.5,5.5
87952,2025-09-10,SHORT,23885.75,23890.0,4.25,17.25,18.5,6.52,2.25,5,1.0,4.75,849,55.25,4.75
87953,2025-09-10,SHORT,23882.25,23890.0,7.75,11.5,18.75,6.14,0.25,1,4.5,8.0,850,58.5,8.25
87954,2025-09-10,SHORT,23887.75,23890.0,2.25,11.25,20.5,6.48,3.75,1,3.0,2.25,851,64.0,2.75
87955,2025-09-10,SHORT,23883.75,23890.0,6.25,11.25,20.5,6.45,5.5,1,1.75,6.5,852,60.0,6.75
87956,2025-09-10,SHORT,23879.75,23890.0,10.25,9.5,20.5,6.12,4.25,1,1.75,9.75,853,67.25,10.75
87958,2025-09-10,SHORT,23887.75,23890.0,2.25,14.5,23.75,6.3,2.25,1,4.75,1.75,855,82.75,0.25
87959,2025-09-10,SHORT,23881.5,23890.0,8.5,14.5,22.5,6.45,6.25,2,1.0,8.75,856,77.5,1.25
88060,2025-09-10,SHORT,23886.5,23890.0,3.5,21.25,55.0,11.5,10.75,1,8.25,3.75,957,29.25,6.5
88061,2025-09-10,SHORT,23889.25,23890.0,0.75,26.5,56.0,10.7,6.25,2,19.5,1.0,958,32.0,3.25
88062,2025-09-10,SHORT,23887.5,23890.0,2.5,26.5,43.0,10.2,2.5,3,7.25,2.75,959,30.25,5.0
89091,2025-09-11,SHORT,23995.75,24004.5,8.75,42.0,57.5,15.41,0.0,3,17.0,9.0,607,48.75,24.25
89092,2025-09-11,SHORT,23998.25,24004.5,6.25,40.0,46.5,14.82,15.25,4,18.0,6.0,608,51.25,21.75
89093,2025-09-11,SHORT,24001.0,24004.5,3.5,29.5,43.25,14.36,2.75,5,21.0,3.5,609,54.0,19.0
89119,2025-09-11,SHORT,23997.75,24004.5,6.75,38.25,52.5,11.52,5.25,6,23.75,6.25,635,22.75,48.25
89122,2025-09-11,SHORT,24002.25,24004.5,2.25,29.75,57.75,10.75,0.5,1,4.0,2.25,638,27.25,43.75
89123,2025-09-11,SHORT,24003.5,24004.5,1.0,21.5,57.75,10.39,3.5,2,2.0,1.0,639,28.5,42.5
89130,2025-09-11,SHORT,24002.25,24004.5,2.25,20.5,54.25,9.64,5.25,1,11.5,2.75,646,27.25,43.75
89131,2025-09-11,SHORT,24004.0,24004.5,0.5,20.5,46.0,9.34,12.25,1,5.25,0.75,647,29.0,42.0
89132,2025-09-11,SHORT,24002.75,24004.5,1.75,26.25,41.0,9.43,1.5,1,11.25,1.5,648,27.75,43.25
89133,2025-09-11,SHORT,24003.5,24004.5,1.0,26.25,32.75,9.04,1.0,1,1.5,1.25,649,28.5,42.5
89135,2025-09-11,SHORT,23996.5,24004.5,8.0,16.0,26.25,9.02,2.5,2,6.5,8.0,651,21.5,49.5
89144,2025-09-11,SHORT,24003.5,24004.5,1.0,29.0,45.0,11.46,2.5,3,19.25,1.0,660,3.0,42.5
89145,2025-09-11,SHORT,24003.5,24004.5,1.0,32.5,34.75,11.46,10.0,4,11.5,1.25,661,3.0,42.5
89147,2025-09-11,SHORT,24004.75,24004.5,0.25,19.0,35.0,11.11,1.75,1,0.25,0.75,663,4.25,41.25
89256,2025-09-11,SHORT,24004.0,24004.5,0.5,14.75,20.25,6.57,7.25,1,8.5,0.75,772,10.0,29.75
89257,2025-09-11,SHORT,23995.75,24004.5,8.75,23.75,27.5,7.07,5.25,2,21.25,9.0,773,0.25,38.0
89258,2025-09-11,SHORT,24001.0,24004.5,3.5,23.75,27.25,7.29,8.5,3,7.75,3.25,774,3.75,32.75
89266,2025-09-11,SHORT,24004.5,24004.5,0.0,17.0,23.75,8.0,2.5,3,10.75,0.25,782,7.25,31.25
89267,2025-09-11,SHORT,24001.25,24004.5,3.25,17.25,23.75,8.0,1.75,4,7.0,3.0,783,4.0,34.5
89268,2025-09-11,SHORT,24001.75,24004.5,2.75,16.75,23.75,7.96,3.0,5,4.5,2.5,784,4.5,34.0
89269,2025-09-11,SHORT,24001.25,24004.5,3.25,12.75,23.0,7.64,0.75,1,2.0,2.25,785,4.0,34.5
89270,2025-09-11,SHORT,23999.75,24004.5,4.75,13.5,23.0,7.57,0.5,2,2.25,5.25,786,1.25,36.0
89271,2025-09-11,SHORT,24002.5,24004.5,2.0,10.25,23.0,7.29,2.0,1,0.0,2.5,787,4.0,33.25
90435,2025-09-12,SHORT,24040.25,24046.0,5.75,11.5,12.5,4.0,1.0,1,5.5,5.5,570,38.75,36.0
90437,2025-09-12,SHORT,24044.5,24046.0,1.5,38.25,38.25,7.18,6.75,1,3.25,0.75,572,43.0,31.75
90439,2025-09-12,SHORT,24041.25,24046.0,4.75,38.25,38.25,9.14,13.75,2,6.25,5.25,574,39.75,37.75
90440,2025-09-12,SHORT,24034.25,24046.0,11.75,38.25,38.25,9.7,9.75,1,10.75,11.5,575,32.75,50.25
90461,2025-09-12,SHORT,24042.5,24046.0,3.5,28.25,34.5,11.36,3.0,1,19.5,3.0,596,19.25,73.0
90462,2025-09-12,SHORT,24044.0,24046.0,2.0,33.0,36.25,11.52,17.25,1,14.5,2.75,597,20.75,71.5
90463,2025-09-12,SHORT,24041.25,24046.0,4.75,28.5,33.25,11.46,0.75,2,15.25,5.0,598,18.0,74.25
90464,2025-09-12,SHORT,24036.5,24046.0,9.5,25.25,33.25,10.91,3.0,1,6.5,9.5,599,13.25,79.0
90465,2025-09-12,SHORT,24049.0,24046.0,3.0,24.5,33.25,11.43,4.75,2,0.75,3.5,600,25.75,66.5
90466,2025-09-12,SHORT,24043.25,24046.0,2.75,26.5,33.25,12.71,6.0,1,2.75,2.25,601,16.75,72.25
90467,2025-09-12,SHORT,24043.75,24046.0,2.25,26.5,33.25,12.71,5.25,1,7.25,2.25,602,17.25,71.75
90478,2025-09-12,SHORT,24040.75,24046.0,5.25,21.5,37.5,10.32,5.5,2,17.0,5.5,613,14.25,74.75
90479,2025-09-12,SHORT,24032.5,24046.0,13.5,31.25,37.5,10.16,9.5,3,24.0,14.25,614,6.0,83.0
90482,2025-09-12,SHORT,24036.25,24046.0,9.75,23.75,34.25,9.14,1.25,1,4.75,9.5,617,2.0,79.25
93208,2025-10-03,SHORT,25158.0,25169.0,11.0,33.25,44.75,15.73,0.75,4,6.25,11.5,581,107.0,10.0
93221,2025-10-03,SHORT,25157.5,25169.0,11.5,30.0,54.5,15.8,4.5,2,9.0,12.0,594,106.5,0.0
93455,2025-10-03,LONG,24995.25,24993.75,1.5,38.25,80.0,14.62,23.75,1,14.5,0.75,828,49.25,72.0
93485,2025-10-03,LONG,24996.5,24993.75,2.75,31.75,72.0,15.61,1.25,2,22.75,2.25,858,48.0,17.5
93486,2025-10-03,LONG,24996.75,24993.75,3.0,31.75,72.0,14.73,15.5,3,16.0,2.5,859,47.75,17.75
93487,2025-10-03,LONG,25006.75,24993.75,13.0,40.0,84.5,14.82,0.25,1,25.0,13.0,860,37.75,27.75
93488,2025-10-03,LONG,24996.25,24993.75,2.5,35.25,86.25,15.07,10.0,1,0.75,3.0,861,48.25,17.25
93489,2025-10-03,LONG,25005.0,24993.75,11.25,31.75,84.5,14.75,10.0,1,8.5,11.0,862,39.5,26.0
93501,2025-10-03,LONG,25002.0,24993.75,8.25,50.0,52.25,13.64,21.5,3,33.5,7.75,874,28.0,23.0
93519,2025-10-03,LONG,24993.5,24993.75,0.25,25.75,36.0,10.54,3.75,1,7.0,0.25,892,36.5,14.5
93522,2025-10-03,LONG,24996.0,24993.75,2.25,19.25,42.25,10.86,0.25,2,1.75,2.0,895,34.0,1.25
93523,2025-10-03,LONG,24999.5,24993.75,5.75,25.75,42.25,10.41,10.25,1,15.25,6.5,896,30.5,4.75
93530,2025-10-03,LONG,24998.25,24993.75,4.5,20.75,38.25,11.27,9.0,1,10.75,4.5,903,31.75,18.25
