idx,data,lado,entry,nivel,dist_nivel,range_5c,range_15c,atr14,corpo_candle_ant,seq_mesma_direcao,vel_3min,excesso_sobre_nivel,hora_min_et,mfe60,mae60
228504,2026-03-11,LONG,24905.75,24892.25,13.5,117.0,124.75,19.21,40.25,3,91.25,13.5,818,79.0,32.25
228538,2026-03-11,LONG,24895.0,24892.25,2.75,54.0,71.25,15.04,10.75,3,36.75,3.0,852,82.0,6.25
228539,2026-03-11,LONG,24895.25,24892.25,3.0,56.5,76.5,14.32,14.25,4,24.0,3.75,853,81.75,4.5
228540,2026-03-11,LONG,24906.5,24892.25,14.25,44.5,76.5,14.5,1.0,1,2.25,14.5,854,70.5,6.0
231094,2026-03-13,LONG,24553.75,24542.75,11.0,82.75,180.75,27.68,32.0,4,41.75,11.0,648,43.75,158.25
231099,2026-03-13,LONG,24549.0,24542.75,6.25,54.75,141.5,25.62,11.75,1,23.25,6.0,653,23.5,153.5
231101,2026-03-13,LONG,24545.75,24542.75,3.0,57.75,122.0,25.04,12.25,1,15.5,4.25,655,23.5,150.25
231119,2026-03-13,LONG,24551.5,24542.75,8.75,65.25,97.5,23.32,1.5,5,23.0,7.25,673,17.75,159.75
231122,2026-03-13,LONG,24552.25,24542.75,9.5,52.25,107.5,21.68,3.75,1,2.75,10.0,676,4.0,160.5
231123,2026-03-13,LONG,24544.5,24542.75,1.75,35.25,107.5,21.23,8.25,2,21.0,1.75,677,3.5,152.75
234707,2026-04-06,SHORT,24395.25,24398.25,3.0,67.75,163.5,29.2,17.75,1,27.5,2.75,592,133.0,57.0
234708,2026-04-06,SHORT,24382.75,24398.25,15.5,54.5,157.75,28.61,14.5,2,20.75,15.0,593,120.5,69.5
234709,2026-04-06,SHORT,24393.0,24398.25,5.25,53.25,145.25,28.8,12.0,1,12.75,5.0,594,130.75,59.25
234713,2026-04-06,SHORT,24389.5,24398.25,8.75,41.25,91.75,27.48,22.25,1,10.25,8.25,598,127.25,62.75
234714,2026-04-06,SHORT,24387.25,24398.25,11.0,41.25,91.75,27.57,1.25,2,20.75,10.75,599,125.0,65.0
236067,2026-04-07,LONG,24213.75,24202.75,11.0,110.0,110.0,18.66,8.0,1,33.75,9.5,572,50.25,219.75
236071,2026-04-07,LONG,24216.0,24202.75,13.25,60.0,110.0,22.48,1.0,1,3.75,13.5,576,48.0,222.0
236075,2026-04-07,LONG,24210.5,24202.75,7.75,62.25,110.0,28.95,13.75,1,31.5,8.0,580,23.75,216.5
236078,2026-04-07,LONG,24212.0,24202.75,9.25,70.75,119.5,31.98,1.5,4,1.75,9.75,583,22.25,218.0
236079,2026-04-07,LONG,24206.0,24202.75,3.25,50.5,119.5,33.27,10.75,1,7.75,3.25,584,3.25,212.0
236249,2026-04-07,LONG,24203.75,24202.75,1.0,27.25,77.0,20.75,9.25,1,10.25,0.75,754,38.0,34.0
236250,2026-04-07,LONG,24206.5,24202.75,3.75,28.0,77.0,20.64,8.75,1,3.5,2.75,755,35.25,36.75
236251,2026-04-07,LONG,24202.5,24202.75,0.25,32.5,67.25,20.45,1.75,2,9.5,0.25,756,69.25,32.75
236260,2026-04-07,LONG,24205.75,24202.75,3.0,27.75,36.75,14.66,8.5,1,10.5,2.0,765,94.0,36.0
236272,2026-04-07,LONG,24204.75,24202.75,2.0,30.0,55.0,12.91,6.25,3,25.0,1.25,777,95.0,35.0
236273,2026-04-07,LONG,24206.0,24202.75,3.25,31.75,55.0,12.84,12.0,4,19.5,2.0,778,93.75,36.25
236274,2026-04-07,LONG,24213.75,24202.75,11.0,33.25,53.75,12.55,0.0,1,2.25,11.75,779,86.0,44.0
236276,2026-04-07,LONG,24214.0,24202.75,11.25,48.0,51.25,14.62,11.5,1,9.25,11.25,781,85.75,44.25
236277,2026-04-07,LONG,24207.25,24202.75,4.5,48.0,51.25,14.95,12.25,1,6.75,5.0,782,92.5,37.5
236287,2026-04-07,LONG,24209.25,24202.75,6.5,19.5,48.0,16.21,4.0,1,8.25,6.75,792,90.5,39.5
236288,2026-04-07,LONG,24216.25,24202.75,13.5,16.25,48.0,16.05,8.0,1,0.25,12.25,793,83.5,46.5
236289,2026-04-07,LONG,24204.75,24202.75,2.0,17.25,48.0,16.16,5.75,1,12.75,2.75,794,95.0,35.0
236291,2026-04-07,LONG,24207.5,24202.75,4.75,29.0,44.25,13.18,3.5,2,7.75,4.5,796,92.25,37.75
236308,2026-04-07,LONG,24213.5,24202.75,10.75,39.5,48.0,13.3,7.25,1,25.0,10.75,813,86.25,29.75
236342,2026-04-07,LONG,24214.5,24202.75,11.75,31.0,47.25,11.36,0.75,2,21.5,11.0,847,11.5,137.75
236343,2026-04-07,LONG,24205.75,24202.75,3.0,37.75,54.0,11.95,5.75,3,14.5,3.0,848,20.25,129.0
236344,2026-04-07,LONG,24210.5,24202.75,7.75,37.75,47.75,11.71,8.75,4,9.0,8.5,849,15.5,133.75
236347,2026-04-07,LONG,24205.25,24202.75,2.5,20.75,40.75,10.91,7.75,2,6.0,2.5,852,20.75,128.5
236348,2026-04-07,LONG,24204.0,24202.75,1.25,17.0,40.75,10.82,2.5,1,5.75,1.5,853,22.0,127.25
236349,2026-04-07,LONG,24213.75,24202.75,11.0,17.75,40.75,11.36,1.0,1,11.75,11.25,854,12.25,137.0
236351,2026-04-07,LONG,24208.5,24202.75,5.75,19.0,40.75,10.8,3.75,1,5.75,7.25,856,17.5,131.75
236352,2026-04-07,LONG,24210.75,24202.75,8.0,14.5,40.75,10.66,0.75,2,3.5,7.75,857,15.25,134.0
236353,2026-04-07,LONG,24209.0,24202.75,6.25,15.0,40.75,10.59,2.0,1,0.75,6.5,858,17.0,132.25
236354,2026-04-07,LONG,24217.25,24202.75,14.5,12.75,40.75,9.95,1.5,1,7.5,14.75,859,8.75,140.5
236357,2026-04-07,LONG,24212.75,24202.75,10.0,19.5,28.5,9.68,6.5,1,4.0,10.75,862,85.0,136.0
236359,2026-04-07,LONG,24203.5,24202.75,0.75,26.0,28.5,11.09,7.5,1,12.5,0.75,864,94.25,126.75
236414,2026-04-07,LONG,24212.25,24202.75,9.5,97.25,139.25,22.14,8.25,8,68.75,8.25,919,203.75,22.0
236419,2026-04-07,LONG,24207.5,24202.75,4.75,96.25,198.25,30.66,12.0,1,49.75,5.75,924,208.5,17.25
236421,2026-04-07,LONG,24214.5,24202.75,11.75,67.5,181.75,31.71,18.5,1,27.0,12.5,926,201.5,24.25
236423,2026-04-07,LONG,24216.0,24202.75,13.25,52.5,180.75,34.04,12.75,2,10.0,13.25,928,200.0,24.5
236426,2026-04-07,LONG,24216.75,24202.75,14.0,39.5,157.25,34.09,11.5,1,0.25,13.5,931,199.25,25.25
236427,2026-04-07,LONG,24209.25,24202.75,6.5,33.25,150.25,33.95,0.5,2,18.25,8.5,932,206.75,17.75
236428,2026-04-07,LONG,24214.5,24202.75,11.75,25.5,142.25,30.43,5.5,3,1.0,12.5,933,201.5,23.0
236432,2026-04-07,LONG,24204.25,24202.75,1.5,33.25,56.5,21.2,12.0,3,10.0,1.5,937,211.75,9.75
236433,2026-04-07,LONG,24203.75,24202.75,1.0,29.5,52.5,19.79,5.75,1,8.0,0.5,938,212.25,6.25
236435,2026-04-07,LONG,24203.25,24202.75,0.5,23.0,39.5,17.45,1.25,2,0.5,1.0,940,212.75,5.75
238980,2026-04-09,SHORT,25236.75,25249.75,13.0,77.25,120.0,16.23,20.5,4,18.5,12.75,725,75.0,12.75
238984,2026-04-09,SHORT,25246.25,25249.75,3.5,37.25,97.0,16.95,10.5,1,20.5,3.5,729,84.5,3.25
239053,2026-04-09,SHORT,25244.25,25249.75,5.5,25.0,52.25,11.11,0.5,1,15.75,5.75,798,93.5,12.75
239054,2026-04-09,SHORT,25242.75,25249.75,7.0,25.0,45.0,11.23,6.25,1,5.5,6.5,799,92.0,14.25
239055,2026-04-09,SHORT,25244.0,25249.75,5.75,28.75,52.0,11.48,1.0,1,6.0,6.75,800,93.25,13.0
239056,2026-04-09,SHORT,25240.0,25249.75,9.75,20.0,51.5,10.59,0.25,1,3.75,9.5,801,89.25,17.0
239077,2026-04-09,SHORT,25248.5,25249.75,1.25,27.75,68.0,12.88,2.0,1,3.75,1.5,822,103.5,0.0
239078,2026-04-09,SHORT,25242.5,25249.75,7.25,21.75,68.0,13.12,4.5,1,7.75,7.75,823,97.5,4.0
239079,2026-04-09,SHORT,25242.0,25249.75,7.75,20.75,68.0,12.84,6.5,2,10.0,7.5,824,97.0,2.75
239085,2026-04-09,SHORT,25239.5,25249.75,10.25,17.0,44.25,10.04,3.0,2,4.25,10.75,830,94.5,0.25
239187,2026-04-09,SHORT,25244.5,25249.75,5.25,28.0,40.25,9.02,13.75,1,19.75,5.75,932,24.25,25.25
239188,2026-04-09,SHORT,25249.25,25249.75,0.5,36.5,48.75,8.91,8.0,2,26.5,0.5,933,29.0,20.5
239189,2026-04-09,SHORT,25244.0,25249.75,5.75,37.0,49.25,9.34,4.75,3,8.25,5.25,934,23.75,25.75
239190,2026-04-09,SHORT,25243.25,25249.75,6.5,33.5,49.25,9.12,4.75,1,0.75,6.5,935,23.0,26.5
239191,2026-04-09,SHORT,25239.5,25249.75,10.25,18.0,49.25,9.21,0.75,2,9.5,10.0,936,19.25,30.25
239193,2026-04-09,SHORT,25247.75,25249.75,2.0,18.5,46.25,9.14,1.25,1,4.5,2.0,938,27.5,22.0
239194,2026-04-09,SHORT,25248.0,25249.75,1.75,18.75,43.75,9.09,6.75,2,8.75,1.25,939,27.75,21.75
239195,2026-04-09,SHORT,25244.25,25249.75,5.5,18.75,38.25,8.89,0.75,3,3.5,5.5,940,24.0,25.5
239196,2026-04-09,SHORT,25244.25,25249.75,5.5,18.75,37.25,8.98,3.75,1,3.5,5.5,941,24.0,25.5
239197,2026-04-09,SHORT,25237.25,25249.75,12.5,22.25,37.25,9.5,0.0,1,11.0,12.25,942,17.0,32.5
239199,2026-04-09,SHORT,25242.25,25249.75,7.5,17.0,37.25,9.52,5.25,1,2.25,7.75,944,22.0,27.5
239200,2026-04-09,SHORT,25246.5,25249.75,3.25,16.5,33.75,8.71,0.5,1,9.25,3.0,945,26.25,23.25
239201,2026-04-09,SHORT,25243.75,25249.75,6.0,17.5,22.25,8.7,4.5,1,1.0,6.25,946,23.5,26.0
239205,2026-04-09,SHORT,25246.75,25249.75,3.0,20.5,28.0,9.12,2.75,1,3.5,2.25,950,26.5,23.0
239211,2026-04-09,SHORT,25247.5,25249.75,2.25,26.5,37.75,12.68,9.5,1,21.25,2.75,956,27.25,8.0
239212,2026-04-09,SHORT,25249.25,25249.75,0.5,27.75,36.0,12.77,17.5,1,4.5,0.5,957,29.0,6.25
239213,2026-04-09,SHORT,25246.5,25249.75,3.25,26.75,30.25,12.64,1.75,1,18.25,3.5,958,26.25,9.0
239214,2026-04-09,SHORT,25249.0,25249.75,0.75,25.25,30.25,12.75,3.0,1,2.0,0.75,959,28.75,6.5
240352,2026-04-10,SHORT,25259.5,25269.75,10.25,40.5,56.75,12.45,4.75,6,23.0,9.75,717,37.25,42.0
240354,2026-04-10,SHORT,25260.0,25269.75,9.75,48.75,69.75,13.25,6.75,8,13.75,9.5,719,37.75,41.5
240355,2026-04-10,SHORT,25264.5,25269.75,5.25,35.25,69.75,12.93,7.25,1,4.5,5.25,720,42.25,37.0
240356,2026-04-10,SHORT,25256.75,25269.75,13.0,29.25,66.25,13.29,4.5,2,4.0,13.0,721,34.5,44.75
240358,2026-04-10,SHORT,25264.25,25269.75,5.5,21.75,63.5,13.46,7.5,2,0.0,5.25,723,42.0,37.25
240359,2026-04-10,SHORT,25264.5,25269.75,5.25,21.75,59.75,13.68,14.25,1,8.0,5.0,724,42.25,37.0
240361,2026-04-10,SHORT,25261.5,25269.75,8.25,21.75,54.25,13.7,7.75,1,2.5,7.75,726,39.25,40.0
240362,2026-04-10,SHORT,25259.75,25269.75,10.0,21.5,53.5,13.55,5.5,1,5.5,10.5,727,37.5,41.75
240364,2026-04-10,SHORT,25265.0,25269.75,4.75,17.75,48.75,12.79,1.25,1,2.75,5.0,729,42.75,36.5
240365,2026-04-10,SHORT,25261.25,25269.75,8.5,17.75,35.25,12.32,3.75,2,2.25,8.25,730,39.0,40.25
240388,2026-04-10,SHORT,25263.5,25269.75,6.25,26.25,35.0,12.29,2.0,2,11.5,5.5,753,41.25,8.25
240389,2026-04-10,SHORT,25261.5,25269.75,8.25,28.5,37.25,12.43,14.25,1,14.25,8.25,754,39.25,10.25
240390,2026-04-10,SHORT,25267.0,25269.75,2.75,27.25,37.25,11.7,2.0,2,11.25,3.5,755,44.75,4.75
240391,2026-04-10,SHORT,25261.5,25269.75,8.25,27.5,38.0,12.02,4.75,1,3.5,9.0,756,39.25,10.25
240409,2026-04-10,SHORT,25266.0,25269.75,3.75,31.25,49.5,13.09,2.0,2,11.75,3.25,774,42.75,6.75
240410,2026-04-10,SHORT,25264.25,25269.75,5.5,31.25,49.5,12.34,17.5,1,13.25,5.75,775,41.0,10.5
240411,2026-04-10,SHORT,25264.75,25269.75,5.0,31.25,49.5,12.2,2.0,1,17.0,4.25,776,41.5,11.25
240412,2026-04-10,SHORT,25262.25,25269.75,7.5,25.75,49.5,12.0,1.25,1,4.25,7.5,777,39.0,13.75
240413,2026-04-10,SHORT,25260.5,25269.75,9.25,23.0,49.5,12.0,2.5,1,2.75,8.5,778,37.25,15.5
240415,2026-04-10,SHORT,25265.5,25269.75,4.25,11.5,46.5,11.32,1.0,3,2.25,5.25,780,42.25,10.5
240466,2026-04-10,SHORT,25264.75,25269.75,5.0,17.25,37.75,9.0,0.0,3,12.25,4.75,831,26.25,16.5
240467,2026-04-10,SHORT,25263.25,25269.75,6.5,17.25,37.75,9.04,10.75,4,9.75,7.0,832,24.75,18.0
240471,2026-04-10,SHORT,25268.5,25269.75,1.25,17.75,41.75,8.43,0.75,3,1.5,1.5,836,30.0,12.75
240477,2026-04-10,SHORT,25267.25,25269.75,2.5,8.25,27.25,6.98,0.75,1,5.25,2.75,842,28.75,14.0
240478,2026-04-10,SHORT,25262.0,25269.75,7.75,13.25,27.25,7.04,4.25,2,9.75,7.5,843,23.5,19.25
240492,2026-04-10,SHORT,25263.5,25269.75,6.25,16.25,30.25,9.14,5.25,2,12.25,6.75,857,25.0,30.75
240493,2026-04-10,SHORT,25266.0,25269.75,3.75,18.25,27.25,9.25,3.25,3,11.5,3.5,858,27.5,28.25
240494,2026-04-10,SHORT,25268.75,25269.75,1.0,19.5,29.25,8.61,2.75,4,9.0,1.0,859,30.25,26.0
240502,2026-04-10,SHORT,25265.25,25269.75,4.5,16.75,32.0,7.82,1.75,2,10.0,3.25,867,26.75,36.75
240503,2026-04-10,SHORT,25269.0,25269.75,0.75,17.25,32.0,7.57,4.75,3,4.0,0.75,868,30.5,33.0
240505,2026-04-10,SHORT,25267.0,25269.75,2.75,10.75,26.75,7.36,1.25,2,1.0,2.25,870,28.5,35.0
240506,2026-04-10,SHORT,25265.25,25269.75,4.5,10.75,23.5,7.38,2.75,1,3.25,4.0,871,26.75,36.75
240507,2026-04-10,SHORT,25259.5,25269.75,10.25,16.5,24.25,7.59,1.25,2,10.25,9.75,872,21.0,42.5
240510,2026-04-10,SHORT,25257.75,25269.75,12.0,14.25,24.5,7.3,0.75,2,2.0,11.75,875,19.25,44.25
240536,2026-04-10,SHORT,25269.0,25269.75,0.75,19.5,27.25,5.73,1.75,4,13.0,0.75,901,9.5,33.0
240576,2026-04-10,SHORT,25264.75,25269.75,5.0,23.25,33.0,7.98,3.5,1,7.5,4.75,941,5.25,53.25
240577,2026-04-10,SHORT,25263.0,25269.75,6.75,18.25,35.25,7.77,6.5,2,13.25,7.0,942,3.5,55.0
240578,2026-04-10,SHORT,25263.0,25269.75,6.75,18.25,35.25,7.73,2.0,3,9.25,7.0,943,3.5,55.5
240584,2026-04-10,SHORT,25265.25,25269.75,4.5,21.25,27.0,8.89,0.25,1,17.75,4.25,949,4.0,56.25
240589,2026-04-10,SHORT,25269.75,25269.75,0.0,23.0,27.0,9.64,8.5,2,9.25,0.25,954,8.5,51.75
240591,2026-04-10,SHORT,25269.75,25269.75,0.0,18.75,27.0,9.95,1.25,1,1.0,0.25,956,5.75,51.75
240592,2026-04-10,SHORT,25269.5,25269.75,0.25,18.0,27.0,10.25,1.25,1,0.0,0.25,957,0.75,52.0
241588,2026-04-13,SHORT,25203.25,25213.5,10.25,36.25,64.5,11.93,6.5,1,12.0,10.25,573,43.25,129.75
241591,2026-04-13,SHORT,25207.0,25213.5,6.5,36.0,55.25,14.86,0.25,2,3.5,6.75,576,47.0,126.0
241598,2026-04-13,SHORT,25198.75,25213.5,14.75,29.75,64.25,19.66,0.75,1,1.25,14.25,583,38.75,134.25
241599,2026-04-13,SHORT,25203.25,25213.5,10.25,29.75,64.25,20.25,6.75,2,11.0,11.0,584,43.25,129.75
244360,2026-04-15,SHORT,25991.25,25995.75,4.5,77.5,77.5,23.52,15.5,3,56.5,5.0,585,2.75,161.5
245727,2026-04-16,SHORT,26373.0,26376.0,3.0,85.5,85.5,17.2,45.5,1,52.75,2.0,572,97.5,35.75
245732,2026-04-16,SHORT,26365.25,26376.0,10.75,39.75,90.5,22.25,14.5,1,12.75,11.75,577,89.75,43.5
245735,2026-04-16,SHORT,26362.75,26376.0,13.25,50.5,95.0,25.79,12.75,1,1.5,13.25,580,87.25,42.5
245738,2026-04-16,SHORT,26368.0,26376.0,8.0,63.5,108.0,32.88,46.5,1,4.5,8.75,583,92.5,28.0
245768,2026-04-16,SHORT,26375.5,26376.0,0.5,41.75,92.0,19.0,3.75,1,28.75,1.0,613,64.5,110.5
245769,2026-04-16,SHORT,26367.0,26376.0,9.0,45.75,96.0,19.12,21.0,1,8.75,9.25,614,56.0,119.0
245786,2026-04-16,SHORT,26370.5,26376.0,5.5,42.25,61.25,19.46,10.0,1,20.75,6.75,631,22.0,135.5
245787,2026-04-16,SHORT,26364.5,26376.0,11.5,39.0,65.75,19.16,16.5,1,2.5,11.5,632,16.0,141.5
245789,2026-04-16,SHORT,26373.0,26376.0,3.0,28.25,65.75,17.91,6.5,2,4.25,2.5,634,12.0,133.0
245790,2026-04-16,SHORT,26374.0,26376.0,2.0,28.5,66.0,17.39,15.25,1,9.5,2.0,635,13.0,132.0
245791,2026-04-16,SHORT,26372.75,26376.0,3.25,29.25,66.75,16.46,1.0,2,13.0,5.0,636,11.75,133.25
245795,2026-04-16,SHORT,26372.75,26376.0,3.25,24.75,63.0,15.71,6.75,1,10.5,3.25,640,11.75,170.25
245796,2026-04-16,SHORT,26367.25,26376.0,8.75,29.5,60.5,15.07,5.25,2,18.5,9.75,641,4.75,175.75
245797,2026-04-16,SHORT,26367.5,26376.0,8.5,29.5,52.75,14.59,6.5,3,11.25,8.5,642,5.0,175.5
245798,2026-04-16,SHORT,26369.75,26376.0,6.25,24.5,43.25,14.29,0.25,1,3.0,6.25,643,0.5,173.25
246022,2026-04-16,SHORT,26371.5,26376.0,4.5,38.25,59.0,12.54,0.5,5,8.75,4.25,867,16.5,95.25
246023,2026-04-16,SHORT,26364.75,26376.0,11.25,37.0,70.0,12.59,5.0,6,13.0,12.25,868,9.75,102.0
246025,2026-04-16,SHORT,26373.75,26376.0,2.25,28.75,72.5,12.21,0.25,8,1.75,2.5,870,1.75,93.0
248485,2026-04-20,SHORT,26796.0,26803.0,7.0,32.25,36.75,9.73,7.25,3,19.25,6.5,570,80.25,31.75
248486,2026-04-20,SHORT,26800.25,26803.0,2.75,58.25,65.25,11.43,5.25,4,16.0,3.75,571,84.5,16.0
248492,2026-04-20,SHORT,26796.75,26803.0,6.25,68.25,79.75,21.2,6.25,1,8.75,6.25,577,86.25,14.5
248493,2026-04-20,SHORT,26793.0,26803.0,10.0,61.0,79.75,22.52,7.25,2,18.0,8.75,578,82.5,11.0
248513,2026-04-20,SHORT,26798.75,26803.0,4.25,50.25,88.25,19.32,13.75,3,25.75,4.0,598,187.5,3.0
249892,2026-04-21,SHORT,26818.25,26827.75,9.5,39.5,82.5,19.23,9.0,2,21.25,10.5,598,53.0,67.0
249893,2026-04-21,SHORT,26821.0,26827.75,6.75,44.5,87.5,19.25,1.0,1,12.75,7.5,599,73.25,64.25
249898,2026-04-21,SHORT,26826.25,26827.75,1.5,35.0,97.25,17.5,8.25,1,17.5,0.25,604,155.25,59.0
249899,2026-04-21,SHORT,26827.0,26827.75,0.75,32.5,97.25,16.77,9.5,2,19.75,1.0,605,156.0,58.25
249918,2026-04-21,SHORT,26822.0,26827.75,5.75,42.0,67.25,15.86,7.0,2,10.5,5.5,624,159.5,37.5
249919,2026-04-21,SHORT,26827.5,26827.75,0.25,36.25,70.25,16.02,23.25,1,11.25,0.5,625,165.0,32.0
249939,2026-04-21,SHORT,26824.75,26827.75,3.0,41.5,41.5,16.2,0.75,1,8.5,2.5,645,162.25,4.5
250239,2026-04-21,LONG,26573.75,26568.75,5.0,173.75,234.75,26.73,34.5,4,96.5,4.5,945,220.5,4.0
251244,2026-04-22,SHORT,26881.0,26885.25,4.25,22.5,62.75,15.25,6.75,2,13.75,4.0,570,69.5,110.25
251277,2026-04-22,SHORT,26885.25,26885.25,0.0,51.0,88.25,17.73,9.5,5,20.5,0.25,603,33.25,121.0
251278,2026-04-22,SHORT,26881.25,26885.25,4.0,50.75,88.25,17.66,10.5,1,5.75,4.25,604,29.25,125.0
251281,2026-04-22,SHORT,26878.75,26885.25,6.5,44.0,71.5,18.36,25.25,1,1.75,6.0,607,1.75,127.5
252642,2026-04-23,SHORT,27090.0,27093.0,3.0,52.5,97.75,20.12,18.75,1,30.75,3.0,588,120.0,12.75
252643,2026-04-23,SHORT,27088.75,27093.0,4.25,63.0,108.25,20.52,15.5,2,34.75,3.5,589,118.75,3.75
252644,2026-04-23,SHORT,27081.0,27093.0,12.0,63.0,105.0,19.95,0.5,1,6.0,13.0,590,111.0,0.75
252710,2026-04-23,SHORT,27087.5,27093.0,5.5,38.5,85.25,13.95,2.0,5,20.0,4.75,656,26.5,68.25
252711,2026-04-23,SHORT,27092.0,27093.0,1.0,38.75,89.5,13.84,14.0,6,19.25,0.75,657,31.0,63.75
252761,2026-04-23,SHORT,27090.0,27093.0,3.0,55.0,73.75,11.18,22.75,4,35.5,2.75,707,51.25,29.0
252764,2026-04-23,SHORT,27092.75,27093.0,0.25,40.0,64.5,12.45,6.0,1,1.5,1.25,710,54.0,26.25
252765,2026-04-23,SHORT,27082.0,27093.0,11.0,27.75,61.75,13.02,3.5,2,17.75,11.0,711,43.25,37.0
252766,2026-04-23,SHORT,27080.75,27093.0,12.25,30.0,64.0,13.46,10.75,3,14.75,13.0,712,42.0,38.25
252770,2026-04-23,SHORT,27085.0,27093.0,8.0,29.5,79.5,15.66,7.0,7,4.75,7.75,716,46.25,34.0
252772,2026-04-23,SHORT,27081.0,27093.0,12.0,40.75,72.25,17.39,10.0,2,18.0,11.5,718,42.25,38.0
252773,2026-04-23,SHORT,27087.75,27093.0,5.25,40.75,70.0,17.14,13.25,1,2.75,5.0,719,49.0,31.25
252775,2026-04-23,SHORT,27087.75,27093.0,5.25,23.0,45.5,15.68,5.25,2,6.0,5.5,721,49.0,31.25
252776,2026-04-23,SHORT,27088.0,27093.0,5.0,21.5,45.5,15.34,5.75,1,0.0,5.0,722,67.0,31.0
252777,2026-04-23,SHORT,27081.0,27093.0,12.0,20.25,45.5,14.54,0.25,1,12.0,12.0,723,61.75,38.0
252790,2026-04-23,SHORT,27082.25,27093.0,10.75,37.0,57.5,14.62,0.25,1,10.5,10.25,736,168.25,36.75
252791,2026-04-23,SHORT,27083.0,27093.0,10.0,37.75,53.25,14.77,2.25,1,3.25,9.0,737,198.0,36.0
252793,2026-04-23,SHORT,27084.75,27093.0,8.25,17.25,53.25,13.32,3.75,1,2.25,8.0,739,202.5,34.25
252799,2026-04-23,SHORT,27090.25,27093.0,2.75,24.5,42.25,11.61,6.5,1,16.25,3.25,745,230.25,28.75
252803,2026-04-23,SHORT,27091.0,27093.0,2.0,28.75,37.75,11.09,5.0,2,10.25,0.75,749,231.0,28.0
252804,2026-04-23,SHORT,27088.25,27093.0,4.75,22.25,37.75,11.05,1.5,3,9.0,4.0,750,228.25,30.75
252822,2026-04-23,SHORT,27091.25,27093.0,1.75,25.0,30.5,10.23,3.75,1,10.0,1.5,768,409.5,17.5
252833,2026-04-23,SHORT,27086.0,27093.0,7.0,33.0,39.75,10.96,2.0,3,12.0,6.25,779,404.25,13.0
252834,2026-04-23,SHORT,27089.0,27093.0,4.0,33.0,39.75,10.8,17.75,1,14.5,5.25,780,407.25,10.0
252888,2026-04-23,LONG,26821.25,26811.5,9.75,174.5,200.0,49.34,7.5,3,83.0,11.25,834,161.0,22.75
254030,2026-04-24,SHORT,27154.0,27155.75,1.75,86.0,123.0,26.55,26.5,2,54.25,1.5,596,23.75,129.75
254031,2026-04-24,SHORT,27155.0,27155.75,0.75,85.75,129.75,27.09,18.75,3,43.25,1.0,597,2.0,137.0
255402,2026-04-27,LONG,27346.25,27344.25,2.0,76.0,88.25,25.98,6.0,1,42.0,1.5,588,67.0,47.75
255404,2026-04-27,LONG,27351.0,27344.25,6.75,63.25,88.25,27.12,17.5,1,16.25,5.75,590,62.25,52.5
255449,2026-04-27,LONG,27355.75,27344.25,11.5,39.25,61.75,18.09,16.0,1,21.0,11.25,635,50.25,48.25
255471,2026-04-27,LONG,27357.5,27344.25,13.25,31.5,44.5,15.54,1.5,1,2.25,13.5,657,25.5,50.0
255480,2026-04-27,LONG,27346.25,27344.25,2.0,43.0,57.5,15.38,2.75,4,13.0,2.5,666,36.75,38.75
255481,2026-04-27,LONG,27348.0,27344.25,3.75,33.5,47.25,14.66,6.75,1,4.75,2.75,667,35.0,40.5
255482,2026-04-27,LONG,27352.25,27344.25,8.0,31.75,47.25,14.8,0.75,2,12.0,7.75,668,30.75,44.75
255486,2026-04-27,LONG,27353.75,27344.25,9.5,32.25,47.25,14.5,1.5,1,9.75,9.0,672,29.25,46.25
255487,2026-04-27,LONG,27348.25,27344.25,4.0,24.75,47.25,14.89,4.75,1,8.5,3.75,673,35.75,40.75
255490,2026-04-27,LONG,27348.0,27344.25,3.75,23.5,43.0,14.84,4.5,4,1.0,2.75,676,38.75,40.5
255491,2026-04-27,LONG,27349.0,27344.25,4.75,23.5,34.75,14.89,7.75,1,4.25,4.0,677,38.25,41.5
255504,2026-04-27,LONG,27344.75,27344.25,0.5,34.0,53.0,14.48,1.0,1,14.25,0.25,690,45.0,9.5
255505,2026-04-27,LONG,27359.0,27344.25,14.75,41.25,53.0,14.64,8.25,1,22.25,14.0,691,30.75,23.75
255506,2026-04-27,LONG,27348.0,27344.25,3.75,29.0,53.0,14.18,13.5,2,13.0,4.0,692,41.75,12.75
255509,2026-04-27,LONG,27351.75,27344.25,7.5,24.0,51.75,14.64,0.5,3,4.0,8.0,695,42.5,6.75
255510,2026-04-27,LONG,27348.5,27344.25,4.25,24.0,51.75,13.71,7.75,1,4.75,4.25,696,51.25,2.25
255511,2026-04-27,LONG,27352.25,27344.25,8.0,21.75,51.75,12.96,3.25,1,8.0,7.75,697,47.5,5.75
255512,2026-04-27,LONG,27352.25,27344.25,8.0,21.5,48.25,12.8,3.5,1,1.25,6.75,698,47.5,4.5
255513,2026-04-27,LONG,27354.5,27344.25,10.25,16.0,49.25,12.8,1.25,1,5.75,10.0,699,45.25,6.75
255529,2026-04-27,LONG,27358.25,27344.25,14.0,23.25,33.75,10.23,0.75,2,13.5,13.25,715,48.25,10.5
255537,2026-04-27,LONG,27353.25,27344.25,9.0,27.0,33.0,10.82,6.75,2,14.5,8.5,723,53.25,5.25
255538,2026-04-27,LONG,27349.75,27344.25,5.5,27.0,28.75,10.39,6.5,3,15.75,6.0,724,56.75,1.5
